2018-01-13 00:00:00	BBCNEWS	39	BBCNEWS_20180113_000000_	IRAN NUCLEAR DEAL
2018-01-13 04:22:00	MSNBCW	23	MSNBCW_20180113_040000_The_11th_Hour_With_Brian_Williams/start/1320	TRUMP BACKS OFF PLEDGE TO \"1OO%\" COOPERATE WITH MUELLER\nHOUSE INTEL CMTE TO INTERVIEW BANNON TUESDAY\nTRUMP: \"SEEMS UNLIKELY\" I'LL GIVE INTERVIEW TO MUELLER
2018-01-13 04:24:00	CNNW	7	CNNW_20180113_040000_CNN_Tonight_With_Don_Lemon/start/1440	g Enter to win at pch.com\nCertain patients with no prior Hep C treatment. Your Hep C Specialist will determine treatment duration
2018-01-13 04:24:00	FOXNEWSW	22	FOXNEWSW_20180113_040000_Fox_News__Night/start/1440	IRAN NUCLEAR DEAL. TRUMP. IF NATIONS FAIL TO ACT, IWILL TERMINATE IT. . mmkllrltm \u2014\nIRAN NUCLEAR DEAL. TRUMP. IF NATIONS FAIL TO ACT, IWILL TERMINATE IT. . mmmurltu-r \u2014\nCOMPETENT & MATURE. PUTIN P_RAISES KIM JONG UN....
2018-01-13 04:24:00	MSNBCW	32	MSNBCW_20180113_040000_The_11th_Hour_With_Brian_Williams/start/1440	AP: MUELLER LOOMS, CONGRESS BICKERS OVER RUSSIA\nTRUMP: \"SEEMS UNLIKELY\" I'LL GIVE INTERVIEW TO MUELLER\nJOYCE VANCE | FORMER u.s. ATTORNEY
2018-01-13 04:25:00	CNNW	30	CNNW_20180113_040000_CNN_Tonight_With_Don_Lemon/start/1500	OUTRAGE AT HOME AND ABROAD OVER TRUMP'S. 'SHITHOLE COUNTRIES' COMMENTS\nF Michael Higginbotham | @ProfessorHigg
2018-01-13 04:25:00	MSNBCW	21	MSNBCW_20180113_040000_The_11th_Hour_With_Brian_Williams/start/1500	MUELLER REQUESTS MAY 14 START DATE FOR MANAFORT, GATES TRIALS\nTRUMP REPEATEDLY DENIES COLLUSION WITH RUSSIA\nTRUMP BACKS OFF PLEDGE TO \"1OO%\" COOPERATE WITH MUELLER\nFMR. HOUSE INTELLIGENCE. MIEKE...
2018-01-13 04:26:00	BBCNEWS	6	BBCNEWS_20180113_040000_BBC_News/start/1560	CHRIS FAWKES
2018-01-13 04:26:00	CNNW	40	CNNW_20180113_040000_CNN_Tonight_With_Don_Lemon/start/1560	OUTRAGE AT HOME AND ABROAD OVER TRUMP'S. 'SHITHOLE COUNTRIES' COMMENTS\nSUNDAY. T R O P H '7\u2019 9p. . ET/PT
2018-01-13 04:26:00	FOXNEWSW	37	FOXNEWSW_20180113_040000_Fox_News__Night/start/1560	IRAN NUCLEAR DEAL. PRESIDENT TRUMP EXTENDS SANCTIONS WAIVERS. . kancm \u2014\nIRAN NUCLEAR DEAL. TRUMP. IF NATIONS FAIL TO ACT, IWILL TERMINATE IT. . maul/2m \u2014\nIRAN NUCLEAR DEAL I. PRESIDENT TRUMP EXTENDS...
2018-01-13 04:26:00	MSNBCW	31	MSNBCW_20180113_040000_The_11th_Hour_With_Brian_Williams/start/1560	TRUMP BACKS OFF PLEDGE TO \"1OO%\" COOPERATE WITH MUELLER\nTRUMP: \"SEEMS UNLIKELY\" I'LL GIVE INTERVIEW TO MUELLER\nTHE LOS ANGELES TIMES. CHRIS MEGERIAN ' ('OVFPING SDFFIAI ('OHNQFI MIIFIIFP
2018-01-13 04:28:00	CNNW	25	CNNW_20180113_040000_CNN_Tonight_With_Don_Lemon/start/1680	TWO LAWMAKERS IN THE ROOM CONFIRM TRUMP'S. 'SHITHOLE' COMMENT; POTUS TRIES TO DENY IT\nTWO LAWMAKERS IN THE ROOM CONFIRM TRUMP'S. ISHITHOLE' COMMENT; POTUS TRIES TO DENY IT
2018-01-13 04:28:00	FOXNEWSW	15	FOXNEWSW_20180113_040000_Fox_News__Night/start/1680	LOOSE NUKES. LEAKED REPORT SAYS TRUMP TO ROLL BACK REGULATIONS. . \u2014 \ufb01nMICLIT \u2014\nIRAN NUCLEAR DEAL I. PRESIDENT TRUMP EXTENDS SANCTIONS WAIVERS. . mmkllcm \u2014\nLOOSE NUKES. LEAKED REPORT SAYS TRUMP TO ROLL BACK...
2018-01-13 04:28:00	MSNBCW	51	MSNBCW_20180113_040000_The_11th_Hour_With_Brian_Williams/start/1680	HOUSE INTEL CMTE TO INTERVIEW BANNON TUESDAY\nJOYCE VANCE | FORMER u.s. ATTORNEY
2018-01-13 04:29:00	MSNBCW	33	MSNBCW_20180113_040000_The_11th_Hour_With_Brian_Williams/start/1740	RUSSIA PROBE CONTINUES TO HANG OVER TRUMP WHITE HOUSE\nAP: MUELLER LOOMS, CONGRESS BICKERS OVER RUSSIA\nFMR. HOUSE INTELLIGENCE. MIEKE EOYANG COMMITTFF STAFFFP\nHOUSE INTEL CMTE TO INTERVIEW...
2018-01-13 04:30:00	FOXNEWSW	9	FOXNEWSW_20180113_040000_Fox_News__Night/start/1800	FRIDAY NIGHT COURT. . mmmcm\nCOSTLY DETAIL. . mnMICI\u2014\ufb02 \u2014
2018-01-13 04:30:00	MSNBCW	8	MSNBCW_20180113_040000_The_11th_Hour_With_Brian_Williams/start/1800	coultEsV OFFICIAL WHITE HG.
2018-01-13 04:31:00	CNNW	11	CNNW_20180113_040000_CNN_Tonight_With_Don_Lemon/start/1860	SOURCES: TRUMP CALLED ALLIES TO SEE HOW HIS. \"SHITHOLE COUNTRIES\" REMARK WAS PLAYING OUT\nTWO LAWMAKERS IN THE ROOM CONFIRM TRUMP'S. 'SHITHOLE' COMMENT; POTUS TRIES TO DENY |T
2018-01-13 04:32:00	CNNW	5	CNNW_20180113_040000_CNN_Tonight_With_Don_Lemon/start/1920	End 1/13 Limll 2. Exclusmns apply Multipacks count as one.
2018-01-13 04:33:00	MSNBCW	5	MSNBCW_20180113_040000_The_11th_Hour_With_Brian_Williams/start/1980	TRUMP ON TUESDAY: I THINK MY. DHVSICAI IS GOING To GO Vva WFI I
2018-01-13 04:34:00	FOXNEWSW	36	FOXNEWSW_20180113_040000_Fox_News__Night/start/2040	IMMIGRANT PROTEST. ACTIVIST 5 NYC DETENTION PROMPTS ARRESTS. . mMICLIT \u2014
2018-01-13 04:34:00	MSNBCW	15	MSNBCW_20180113_040000_The_11th_Hour_With_Brian_Williams/start/2040	TRUMP ON TUESDAY: I THINK MY. DHVSICAI IS GOING To GO Vva WFI I\nWH DR. SAYS TRUMP\u2019S PHYSICAL WENT EXCEPTIONALLY WELL
2018-01-13 04:35:00	CNNW	14	CNNW_20180113_040000_CNN_Tonight_With_Don_Lemon/start/2100	SUNDAY. T R O P H '7\u2019 9p. . ET/PT\nTWO LAWMAKERS IN THE ROOM CONFIRM TRUMP'S. 'SHITHOLE' COMMENT; POTUS TRIES TO DENY |T\nTWO LAWMAKERS IN THE ROOM CONFIRM TRUMP'S....
2018-01-13 04:35:00	MSNBCW	47	MSNBCW_20180113_040000_The_11th_Hour_With_Brian_Williams/start/2100	WH DR. SAYS TRUMP\u2019S PHYSICAL WENT EXCEPTIONALLY WELL
2018-01-13 04:36:00	FOXNEWSW	13	FOXNEWSW_20180113_040000_Fox_News__Night/start/2160	RAISED THREAT LEVEL. DANGERS TO EPA ADMINISTRATOR ON THE RISE. . manual.\u201d \u2014\nRAISED THREAT LEVEL. DANGERS TO EPA ADMINISTRATOR ON THE RISE. . kallcm \u2014\nRAISED THREAT LEVEL. DANGERS TO EPA ADMINISTRATOR ON THE...
2018-01-13 04:37:00	CNNW	37	CNNW_20180113_040000_CNN_Tonight_With_Don_Lemon/start/2220	TWO LAWMAKERS IN THE ROOM CONFIRM TRUMP'S. 'SHITHOLE' COMMENT; POTUS TRIES TO DENY IT\nJoe Madison | SiriusXM Host, \u201cThe Joe Madison Show\u201c\nJoe Madison | @MadisonSiriusXM
2018-01-13 04:37:00	MSNBCW	19	MSNBCW_20180113_040000_The_11th_Hour_With_Brian_Williams/start/2220	WHITE HOUSE DR. SAYS TRUMP IS IN EXCELLENT HEALTH\nWH DR. SAYS TRUMP\u2019S PHYSICAL WENT EXCEPTIONALLY WELL\nTRUMP ON TUESDAY: I THINK MY. DHVSICAI IS GOING To GO Vva WFI I\nTRUMP PHYSICAL...
2018-01-13 04:38:00	CNNW	62	CNNW_20180113_040000_CNN_Tonight_With_Don_Lemon/start/2280	TWO LAWMAKERS IN THE ROOM CONFIRM TRUMP'S. 'SHITHOLE' COMMENT; POTUS TRIES TO DENY IT
2018-01-13 04:38:00	MSNBCW	22	MSNBCW_20180113_040000_The_11th_Hour_With_Brian_Williams/start/2280	TRUMP UNDERGOES FIRST PHYSICAL AS PRESIDENT\nWH: DOCTOR TO GIVE \"READOUT\" ON TRUMP PHYSICAL TUESDAY\nWHITE HOUSE OR: I LOOK FORWARD TO. RDIFFING sow: nl\u2014'I'AII s ON TUFSDAV\nWHITE...
2018-01-13 04:39:00	CNNW	32	CNNW_20180113_040000_CNN_Tonight_With_Don_Lemon/start/2340	TWO LAWMAKERS IN THE ROOM CONFIRM TRUMP'S. 'SHITHOLE' COMMENT; POTUS TRIES TO DENY |T\nSOURCES: TRUMP CALLED ALLIES TO SEE HOW HIS. \"SHITHOLE COUNTRIES\" REMARK WAS PLAYING OUT
2018-01-13 04:39:00	FOXNEWSW	4	FOXNEWSW_20180113_040000_Fox_News__Night/start/2340	Fisherlnvestments.com/TV
2018-01-13 04:39:00	MSNBCW	9	MSNBCW_20180113_040000_The_11th_Hour_With_Brian_Williams/start/2340	TRUMP UNDERGOES FIRST PHYSICAL AS PRESIDENT\nTRUMP PHYSICAL EXAM COMES AS. CDITICS OllFSTION HIS FITNFSS TO SFDVF\nWH: DOCTOR TO GIVE \"READOUT\" ON TRUMP PHYSICAL TUESDAY
2018-01-13 04:41:00	CNNW	41	CNNW_20180113_040000_CNN_Tonight_With_Don_Lemon/start/2460	SOURCE: TRUMP 'LOVES' CONTROVERSY OVER 'SHITHOLE' REMARK\nSOURCE: TRUMP 'LOVES' CONTROVERSY OVER 'SHITHOLE' REMARK. . Joe Madison SiriusXM Host, \u201cThe Joe Madison Show\"\nWSJ: TRUMP LAWYER...
2018-01-13 04:41:00	FOXNEWSW	39	FOXNEWSW_20180113_040000_Fox_News__Night/start/2460	INVESTIGATING THE INVESTIGATORS I. JUNES SAYS \"ABUSE\" OF GOVERNMENT SURVEILLANCE BY FBI. . _ maul/2m
2018-01-13 04:42:00	MSNBCW	23	MSNBCW_20180113_040000_The_11th_Hour_With_Brian_Williams/start/2520	GOP RETIREMENTS OPEN THE DOOR FOR DEMS
2018-01-13 04:43:00	MSNBCW	44	MSNBCW_20180113_040000_The_11th_Hour_With_Brian_Williams/start/2580	DEMOCRATS EYEING 2O18 HOUSE TAKEOVER\nGOP RETIREMENTS OPEN THE DOOR FOR DEMS
2018-01-13 04:44:00	CNNW	7	CNNW_20180113_040000_CNN_Tonight_With_Don_Lemon/start/2640	Please see our ad in Elle Magazine HUMIRA.COM/PSA\n1-877-9HUMIRA HUMIRA.COM/PSA
2018-01-13 04:45:00	CNNW	3	CNNW_20180113_040000_CNN_Tonight_With_Don_Lemon/start/2700	WSJ: TRUMP LAWYER ARRANGED $13OK PAYMENT FOR. PORN STAR'S SILENCE A MONTH BEFORE 2O16 ELECTION
2018-01-13 04:45:00	MSNBCW	62	MSNBCW_20180113_040000_The_11th_Hour_With_Brian_Williams/start/2700	DEMOCRATS EYEING 2O18 HOUSE TAKEOVER
2018-01-13 04:46:00	CNNW	54	CNNW_20180113_040000_CNN_Tonight_With_Don_Lemon/start/2760	WSJ: TRUMP LAWYER ARRANGED $13OK PAYMENT FOR. PORN STAR'S SILENCE A MONTH BEFORE 2O16 ELECTION\nTom Foreman l @tomforemancnn
2018-01-13 04:47:00	CNNW	62	CNNW_20180113_040000_CNN_Tonight_With_Don_Lemon/start/2820	WSJ: TRUMP LAWYER ARRANGED $13OK PAYMENT FOR. PORN STAR'S SILENCE A MONTH BEFORE 2O16 ELECTION
2018-01-13 04:47:00	FOXNEWSW	10	FOXNEWSW_20180113_040000_Fox_News__Night/start/2820	BerkelevLife.com
2018-01-13 04:47:00	MSNBCW	5	MSNBCW_20180113_040000_The_11th_Hour_With_Brian_Williams/start/2820	offer ends Jan. 31
2018-01-13 04:49:00	BBCNEWS	6	BBCNEWS_20180113_043000_Our_World/start/1140	Ijust want to say that people here don't get anything.
2018-01-13 04:49:00	MSNBCW	17	MSNBCW_20180113_040000_The_11th_Hour_With_Brian_Williams/start/2940	INSIDE CONTROVERSIAL 'BIRTH TOURISM\u2019 TREND IN U.S.\nDcmaticcom
2018-01-13 04:51:00	FOXNEWSW	21	FOXNEWSW_20180113_040000_Fox_News__Night/start/3060	STORM OF CONTROVERSY. \u2019ASSENGERS ANGRY ovER CRUISE THROUGH WINTER WEATHER. . nkllrtLlT \u2014\nJANUARY 5\nSTORM OF CONTROVERSY. \u2019ASSENGERS ANGRY OVER CRUISE THROUGH WINTER WEATHER. . \ufb01hMICLIT \u2014\nSTORM OF CONTROVERSY I....
2018-01-13 04:51:00	MSNBCW	31	MSNBCW_20180113_040000_The_11th_Hour_With_Brian_Williams/start/3060	AS CANDIDATE, TRUMP CALLED FOR END OF BIRTHRIGHT CITIZENSHIP\nINSIDE CONTROVERSIAL 'BIRTH TOURISM' TREND IN U.S.\nINSIDE CONTROVERSIAL 'BIRTH TOURISM\u2019 TREND IN U.S.
2018-01-13 04:52:00	CNNW	48	CNNW_20180113_040000_CNN_Tonight_With_Don_Lemon/start/3120	'TROPHY' SUNDAY 9P ET/PT
2018-01-13 04:52:00	FOXNEWSW	18	FOXNEWSW_20180113_040000_Fox_News__Night/start/3120	STORM OF CONTROVERSY I. \u2019ASSENGERS ANGRY OVER CRUISE THROUGH WINTER WEATHER. . [Wt-runn-\nSTORM OF CONTROVERSY. \u2019ASSENGERS ANGRY ovER CRUISE THROUGH WINTER WEATHER. . nkllrtLlT \u2014\nSTORM OF CONTROVERSY I. \u2019ASSENGERS...
2018-01-13 04:52:00	MSNBCW	19	MSNBCW_20180113_040000_The_11th_Hour_With_Brian_Williams/start/3120	INSIDE CONTROVERSIAL 'BIRTH TOURISM\u2019 TREND IN U.S.\nCYNTHIA MCFADDEN I \u201cNBCNEWS\nKONSTANTIN LUBNEVSKIY I CO-OWNER, MIAMI MAMA
2018-01-13 04:54:00	FOXNEWSW	31	FOXNEWSW_20180113_040000_Fox_News__Night/start/3240	CRUISE OUT OF CONTROL? I. ZOMPANY APOLOGIZES FOR ANY \"DISCOMFORT\" TO PASSENGERS. . _ nkllrtLlT\nCRUISE OUT OF CONTROL? I. ZOMPANY APOLOGIZES FOR ANY \"DISCOMFORT\" TO PASSENGERS. . _ mfnllbf\nMAKING WAVES. MHAT RIGHTS DO PASSENGERS...
2018-01-13 04:54:00	MSNBCW	6	MSNBCW_20180113_040000_The_11th_Hour_With_Brian_Williams/start/3240	CONTROVERSIAL 'BIRTH TOURISM' IS LEGAL UNDER 14TH AMENDMENT\nSee our ad in Redbook.
2018-01-13 04:56:00	CNNW	20	CNNW_20180113_040000_CNN_Tonight_With_Don_Lemon/start/3360	'TROPHY' SUNDAY 9P ET/PT\n'TROPHY' SUNDAY 9P ET/PT. . . . Dave Salmoni Laroe Predator Exoert Animal Planet
2018-01-13 04:56:00	MSNBCW	4	MSNBCW_20180113_040000_The_11th_Hour_With_Brian_Williams/start/3360	Allstate products are not available through Esuronce
2018-01-13 04:57:00	CNNW	8	CNNW_20180113_040000_CNN_Tonight_With_Don_Lemon/start/3420	VISIT IN-STORE OR OFFICEDEPOT.COM/INK
2018-01-13 04:57:00	FOXNEWSW	42	FOXNEWSW_20180113_040000_Fox_News__Night/start/3420	SimpliSafe \\ GetSimpliSafe.com
2018-01-13 04:57:00	MSNBCW	10	MSNBCW_20180113_040000_The_11th_Hour_With_Brian_Williams/start/3420	TRUMP'S \"SHITHOLE COUNTRIES\" SLUR GETS GLOBAL COVERAGE
2018-01-13 04:58:00	BBCNEWS	8	BBCNEWS_20180113_043000_Our_World/start/1680	NEXT WEEK
2018-01-13 04:58:00	FOXNEWSW	17	FOXNEWSW_20180113_040000_Fox_News__Night/start/3480	Simpli I GetSimpliSafe.com\nSimpliSale | GetSimpliSafe.com
2018-01-13 04:58:00	MSNBCW	26	MSNBCW_20180113_040000_The_11th_Hour_With_Brian_Williams/start/3480	TRUMP'S \"SHITHOLE COUNTRIES\" SLUR GETS GLOBAL COVERAGE\nL'AFRIQUE OUTREE PAR LES PROPOS DU PRESIDENT AMERICAIN
2018-01-13 05:00:00	CNNW	24	CNNW_20180113_040000_CNN_Tonight_With_Don_Lemon/start/3600	HE SAID, HE SAID, HE SAID
2018-01-13 05:00:00	FOXNEWSW	9	FOXNEWSW_20180113_040000_Fox_News__Night/start/3600	SHANNONhBREAM
2018-01-13 05:00:00	MSNBCW	29	MSNBCW_20180113_040000_The_11th_Hour_With_Brian_Williams/start/3600	SEN. KAMALA HARRIS JOINS RACHEL LIVE COMING UP NEXT
2018-01-13 05:07:00	BBCNEWS	25	BBCNEWS_20180113_050000_BBC_News/start/420	SEAGAL ALLEGATIONS. Police investigate claim, actor is yet to comment\nPERU PHOTESTS. Fujimori supporters stage tally in Lima
2018-01-13 05:07:00	CNNW	54	CNNW_20180113_050000_Anderson_Cooper_360/start/420	MANY REPUBLICANS SILENT ON PRES. TRUMP'S \"SHITHOLE\" REMARK\nMANY REPUBLICANS SILENT ON PRES. TRUMP'S \"SHITHOLE\" REMARK. . Jim Acosta CW Chief White House Correspondent
2018-01-13 05:08:00	CNNW	34	CNNW_20180113_050000_Anderson_Cooper_360/start/480	MANY REPUBLICANS SILENT ON PRES. TRUMP'S \"SHITHOLE\" REMARK\nPRES. TRUMP, OTHERS IN MEETING OFFER DIFFERENT ACCOUNTS\nMANY REPUBLICANS SILENT ON PRES. TRUMP'S \"SHITHOLE\" REMARK. . Jim Acosta CW...
2018-01-13 05:10:00	BBCNEWS	8	BBCNEWS_20180113_050000_BBC_News/start/600	Google Search I'm Feellng Lucky\nTlmellnevv About Friends Pho1\nMATT BRITTIN. President, Google Europe
2018-01-13 05:11:00	FOXNEWSW	14	FOXNEWSW_20180113_050000_Tucker_Carlson_Tonight/start/660	TRUMP: WHY ARE WE HAVING ALL THESE PEOPLE. FROM S--THOLE COUNTRIES COME HERE?. . fnnl'nk?
2018-01-13 05:12:00	BBCNEWS	8	BBCNEWS_20180113_050000_BBC_News/start/720	STAN LAUREL FILM DISCOVERED
2018-01-13 05:12:00	MSNBCW	8	MSNBCW_20180113_050000_The_Rachel_Maddow_Show/start/720	FRENCH PRESIDENT MACRON\u2019S CAMPAIGN HACKED BEFORE ELECTION
2018-01-13 05:13:00	CNNW	37	CNNW_20180113_050000_Anderson_Cooper_360/start/780	PRES. TRUMP, OTHERS IN MEETING OFFER DIFFERENT ACCOUNTS\nPRES. TRUMP, OTHERS IN MEETING OFFER DIFFERENT ACCOUNTS. . Khizr Khan Gold Star Father\nMANY REPUBLICANS SILENT ON PRES. TRUMP'S...
2018-01-13 05:14:00	BBCNEWS	18	BBCNEWS_20180113_050000_BBC_News/start/840	IRAN NUCLEAR DEAL\nTRUMP PRESIDENCY. Haiti 'outraged and shocked' by reported remarks\nPETER BOWES. North America Correspondent\nTRUMP PRESIDENCY. Donald...
2018-01-13 05:14:00	CNNW	34	CNNW_20180113_050000_Anderson_Cooper_360/start/840	PRES. TRUMP, OTHERS IN MEETING OFFER DIFFERENT ACCOUNTS\nMANY REPUBLICANS SILENT ON PRES. TRUMP'S \"SHITHOLE\" REMARK
2018-01-13 05:14:00	FOXNEWSW	38	FOXNEWSW_20180113_050000_Tucker_Carlson_Tonight/start/840	{UMP MADE COMMENTS IN OVAL OFFICE MEETING
2018-01-13 05:14:00	MSNBCW	16	MSNBCW_20180113_050000_The_Rachel_Maddow_Show/start/840	u. . . . declined to comment.
2018-01-13 05:15:00	BBCNEWS	10	BBCNEWS_20180113_050000_BBC_News/start/900	TRUMP PRESIDENCY. Alleged remark about Haiti, El Salvador 8. Attican countries\nTRUMP PRESIDENCY. Trump denies using offensive word about countries\nTRUMP PRESIDENCY. Trump tweeted 'this was not the language...
2018-01-13 05:16:00	BBCNEWS	13	BBCNEWS_20180113_050000_BBC_News/start/960	TRUMP PRESIDENCY. Dr Ronny Jackson: Medical went 'exceptionally well\u201c\nTRUMP PRESIDENCY. Donald Trump reportedly lashed out at immigrants
2018-01-13 05:16:00	CNNW	10	CNNW_20180113_050000_Anderson_Cooper_360/start/960	WSJ: TRUMP LAWYER ARRANGED $13OK PAYMENT FOR. PORN STAR'S SILENCE A MONTH BEFORE 2O16 ELECTION
2018-01-13 05:18:00	BBCNEWS	5	BBCNEWS_20180113_050000_BBC_News/start/1080	FRANK FERGUSON. Head of Special Crime, CPS
2018-01-13 05:20:00	BBCNEWS	4	BBCNEWS_20180113_050000_BBC_News/start/1200	Lord KERSLAKE. Chair, Manchester Arena Review
2018-01-13 05:20:00	CNNW	34	CNNW_20180113_050000_Anderson_Cooper_360/start/1200	MANY REPUBLICANS SILENT ON PRES. TRUMP'S \"SHITHOLE\" REMARK\nPRES. TRUMP, OTHERS IN MEETING OFFER DIFFERENT ACCOUNTS\nMANY REPUBLICANS SILENT ON PRES. TRUMP'S \"SHITHOLE\" REMARK. . Phil Mattingly...
2018-01-13 05:21:00	BBCNEWS	5	BBCNEWS_20180113_050000_BBC_News/start/1260	ANDY BURNHAM. Mayor O1 Greater Manchester
2018-01-13 05:22:00	FOXNEWSW	14	FOXNEWSW_20180113_050000_Tucker_Carlson_Tonight/start/1320	EDIA MELTDOWN OVER TRUMP 'S--THOLE' REMARKS
2018-01-13 05:23:00	FOXNEWSW	27	FOXNEWSW_20180113_050000_Tucker_Carlson_Tonight/start/1380	EDIA MELTDOWN OVER TRUMP 'S--THOLE' REMARKS\nEPORTERS, ANCHORS CALL TRUMP 'RACIST' M
2018-01-13 05:24:00	MSNBCW	24	MSNBCW_20180113_050000_The_Rachel_Maddow_Show/start/1440	SENATORS COTI'ON & PERDUE \"DO NOT RECALL\". TDUMD CAI I ING AFRICAN NATIONS \"SHITHOI FS\"\nSOURCE: TRUMP SAID AFRICAN NATIONS ARE \"SHITHOLE COUNTRIES\"\nSEN. KAMALA HARRIS I (D) CALIFORNIA
2018-01-13 05:25:00	MSNBCW	30	MSNBCW_20180113_050000_The_Rachel_Maddow_Show/start/1500	SENATORS COTI'ON & PERDUE \"DO NOT RECALL\". TDUMD CAI I ING AFRICAN NATIONS \"SHITHOI FS\"\nSEN. KAMALA HARRIS I (D) CALIFORNIA\nDEM SENATOR DURBIN: TRUMP REPEATEDLY USED. wnpns THAT WFDF \"HATF-Fll I Fr), VII I: AND RACIST\
2018-01-13 05:26:00	BBCNEWS	12	BBCNEWS_20180113_050000_BBC_News/start/1560	CHRIS FAWKES
2018-01-13 05:26:00	FOXNEWSW	6	FOXNEWSW_20180113_050000_Tucker_Carlson_Tonight/start/1560	(all vmlr dnrrnr rinh'r awav if \\mn
2018-01-13 05:27:00	CNNW	34	CNNW_20180113_050000_Anderson_Cooper_360/start/1620	PRES. TRUMP \"LOVES\" CONTROVERSY OVER \"SHITHOLE\" REMARK\nPRES. TRUMP, OTHERS IN MEETING OFFER DIFFERENT ACCOUNTS\nPRES. TRUMP \"LOVES\" CONTROVERSY OVER \"SHITHOLE\" REMARK. . David Gergen Former...
2018-01-13 05:27:00	MSNBCW	57	MSNBCW_20180113_050000_The_Rachel_Maddow_Show/start/1620	RACHEL ONE-ON-ONE WITH SEN. KAMALA HARRIS\nTRUMP SAYS DACA DEAL HAS \"TAKEN A BIG STEP BACKWARDS\
2018-01-13 05:28:00	CNNW	39	CNNW_20180113_050000_Anderson_Cooper_360/start/1680	MANY REPUBLICANS SILENT ON PRES. TRUMP'S \"SHITHOLE\" REMARK\nPRES. TRUMP, OTHERS IN MEETING OFFER DIFFERENT ACCOUNTS\nPRES. TRUMP \"LOVES\" CONTROVERSY OVER \"SHITHOLE\" REMARK
2018-01-13 05:29:00	BBCNEWS	9	BBCNEWS_20180113_050000_BBC_News/start/1740	OUTRAGE OVER TRUMP COMMENTS\n| TWQ FOUR'
2018-01-13 05:29:00	FOXNEWSW	29	FOXNEWSW_20180113_050000_Tucker_Carlson_Tonight/start/1740	ERAILING THE HILLARY INVESTIGATION\nD_ERAILING THE HILLARY INVESTIGATION. . Maia\u2014H'Crnnnk \u2014\u2014.]
2018-01-13 05:29:00	MSNBCW	38	MSNBCW_20180113_050000_The_Rachel_Maddow_Show/start/1740	SEN. KAMALA HARRIS I (D) CALIFORNIA\nSOURCE: TRUMP SAID AFRICAN NATIONS ARE \"SHITHOLE COUNTRIES\"\nTRUMP SAYS DACA DEAL HAS \"TAKEN A BIG STEP BACKWARDS\"\nLINDSEY GRAHAM: \"I...
2018-01-13 05:30:00	BBCNEWS	42	BBCNEWS_20180113_050000_BBC_News/start/1800	FACEBOOK'S NEW FEED
2018-01-13 05:30:00	FOXNEWSW	4	FOXNEWSW_20180113_050000_Tucker_Carlson_Tonight/start/1800	TO KILL OFF FBI' 5 CLINTON INVESTIGATION. . FUSION GPS TESTIMONY REVEALS ATTEMPT. . . fnn' . alu-
2018-01-13 05:30:00	MSNBCW	13	MSNBCW_20180113_050000_The_Rachel_Maddow_Show/start/1800	TRUMP SAYS DACA DEAL HAS \"TAKEN A BIG STEP BACKWARDS\
2018-01-13 05:31:00	CNNW	39	CNNW_20180113_050000_Anderson_Cooper_360/start/1860	MANY REPUBLICANS SILENT ON PRES. TRUMP'S \"SHITHOLE\" REMARK
2018-01-13 05:32:00	FOXNEWSW	3	FOXNEWSW_20180113_050000_Tucker_Carlson_Tonight/start/1920	OSSIER FIRM S ATTEMPT TO SAVE H||._LARY I. . \u2014 7:: rnnu'nln
2018-01-13 05:32:00	MSNBCW	14	MSNBCW_20180113_050000_The_Rachel_Maddow_Show/start/1920	Angieg\u00e9'. list. Join for F1\n$1 .OOO
2018-01-13 05:33:00	CNNW	7	CNNW_20180113_050000_Anderson_Cooper_360/start/1980	Google Play
2018-01-13 05:33:00	MSNBCW	11	MSNBCW_20180113_050000_The_Rachel_Maddow_Show/start/1980	RACHEL ONE-ON-ONE WITH SEN. KAMALA HARRIS\n$1 .OOO
2018-01-13 05:34:00	MSNBCW	48	MSNBCW_20180113_050000_The_Rachel_Maddow_Show/start/2040	RACHEL ONE-ON-ONE WITH SEN. KAMALA HARRIS\nSEN. KAMALA HARRIS | SB%%&'E33\u00a7'\u00a3M.TTFF
2018-01-13 05:36:00	CNNW	62	CNNW_20180113_050000_Anderson_Cooper_360/start/2160	WSJ: TRUMP LAWYER ARRANGED $13OK PAYMENT. FOR PORN STAR'S SILENCE A MONTH BEFORE 2O16 ELECTION
2018-01-13 05:36:00	MSNBCW	56	MSNBCW_20180113_050000_The_Rachel_Maddow_Show/start/2160	RACHEL ONE-ON-ONE WITH SEN. KAMALA HARRIS\nSEN. KAMALA HARRIS | Easimi\ufb01\ufb01\ufb02'\ufb01mmnm
2018-01-13 05:37:00	CNNW	55	CNNW_20180113_050000_Anderson_Cooper_360/start/2220	WSJ: TRUMP LAWYER ARRANGED $13OK PAYMENT. FOR PORN STAR'S SILENCE A MONTH BEFORE 2O16 ELECTION\nREACTION IN TRUMP COUNTRY TO HIS \"SHITHOLE\" REMARK
2018-01-13 05:37:00	FOXNEWSW	13	FOXNEWSW_20180113_050000_Tucker_Carlson_Tonight/start/2220	. HOUSE RENEWS SURVEILLANCE LAW \"\nI\u2014-. HOUSE RENEWS FISA SPYING LAW \
2018-01-13 05:37:00	MSNBCW	62	MSNBCW_20180113_050000_The_Rachel_Maddow_Show/start/2220	RACHEL ONE-ON-ONE WITH SEN. KAMALA HARRIS
