2018-01-11 00:00:00	BBCNEWS	26	BBCNEWS_20180111_000000_	SEARCH FOR MH37O RESUMES\nCALIFORNIA MUDSLIDES
2018-01-11 04:07:00	MSNBCW	21	MSNBCW_20180111_040000_The_11th_Hour_With_Brian_Williams/start/420	NBC NEWS: WH COUNSEL SAYS \"LOGISTICS & SCOPE\". O|: TDlJMD\u2014MUFI I FD INTFDVIFW [\"4an DISCUSSION\nTRUMP DENIES \"COLLUSION\" EIGHT TIMES IN ONE ANSWER\nTRUMP \"EVERYBODY\" KNOWS THERE'S \"NO COLLUSION\"\nJOHN HEILEMANN y :X'ItldgkulBEFFAIPS...
2018-01-11 04:09:00	CNNW	34	CNNW_20180111_040000_CNN_Tonight_With_Don_Lemon/start/540	PRES TRUMP: WALL MUST BE PART OF 'DREAMERS' DEAL\nTRUMP CALLS FOR REVIEW OF LIBEL LAWS (AGAIN). IN HIS LATEST SALVO AGAINST FREE PRESS\nPRES TRUMP: WALL MUST BE PART OF 'DREAMERS' DEAL....
2018-01-11 04:09:00	MSNBCW	40	MSNBCW_20180111_040000_The_11th_Hour_With_Brian_Williams/start/540	TRUMP BACKS OFF PROMISE TO MEET WITH MUELLER\nRUSSIA INVESTIGATION HANGS OVER TRUMP WHITE HOUSE\nI Facebook.com/11thHour I
2018-01-11 04:10:00	BBCNEWS	7	BBCNEWS_20180111_040000_BBC_News/start/600	VOUSSEF CHAHED. Tunisian Prime Minister
2018-01-11 04:10:00	CNNW	44	CNNW_20180111_040000_CNN_Tonight_With_Don_Lemon/start/600	TRUMP CALLS FOR REVIEW OF LIBEL LAWS (AGAIN). IN HIS LATEST SALVO AGAINST FREE PRESS
2018-01-11 04:10:00	FOXNEWSW	21	FOXNEWSW_20180111_040000_Fox_News__Night/start/600	:PORT: PROGRESS ON BORDER SECURITY & DACA I. . _ maul/2m\nTALKING POINTS. PRESIDENT NONCOMMITTAL ON MUELLER INTERVIEW. . \u2014 maul/2m \u2014\nSPORT: PROGRESS ON BORDER SECURITY & DACA i. . _...
2018-01-11 04:10:00	MSNBCW	44	MSNBCW_20180111_040000_The_11th_Hour_With_Brian_Williams/start/600	RUSSIA INVESTIGATION HANGS OVER TRUMP WHITE HOUSE\nTRUMP WON\u2019T COMMIT TO INTERVIEW WITH MUELLER
2018-01-11 04:11:00	CNNW	45	CNNW_20180111_040000_CNN_Tonight_With_Don_Lemon/start/660	TRUMP CALLS FOR REVIEW OF LIBEL LAWS (AGAIN). IN HIS LATEST SALVO AGAINST FREE PRESS\n. Michael Bender | White House Reporter, Wall Street Journal
2018-01-11 04:11:00	FOXNEWSW	26	FOXNEWSW_20180111_040000_Fox_News__Night/start/660	TALKING POINTS. PRESIDENT NONCOMMITTAL ON MUELLER INTERVIEW. . _ maul/2m \u2014\nTALKING POINTS. PRESIDENT NONCOMMITTAL ON MUELLER INTERVIEW. . _ mmmcm \u2014\nTALKING POINTS. PRESIDENT NONCOMMITTAL ON MUELLER...
2018-01-11 04:11:00	MSNBCW	36	MSNBCW_20180111_040000_The_11th_Hour_With_Brian_Williams/start/660	TRUMP BACKS OFF PROMISE TO MEET WITH MUELLER\nJOHN HEILEMANN ' :x'm'iulBEFFAIPS ANAI YST\nTRUMP WON'T COMMIT TO INTERVIEW WITH MUELLER
2018-01-11 04:13:00	CNNW	34	CNNW_20180111_040000_CNN_Tonight_With_Don_Lemon/start/780	TRUMP CALLS FOR REVIEW OF LIBEL LAWS (AGAIN). IN HIS LATEST SALVO AGAINST FREE PRESS
2018-01-11 04:13:00	FOXNEWSW	21	FOXNEWSW_20180111_040000_Fox_News__Night/start/780	OPIOD CRISIS. RUMP SIGNS LAW ENHANCING SCREENING FOR SYNTHETIC DRUGS. . _ mMIIZLIT \u2014\nROLL TIDE. TOYOTA & MAZDA ANNOUNCE NEW ALABAMA PLANT. . _ mMICLIT \u2014\nTALKING POINTS. TRUMP SAYS \"UNLIKELY\" MUELLER WILL INTERVIEW...
2018-01-11 04:13:00	MSNBCW	38	MSNBCW_20180111_040000_The_11th_Hour_With_Brian_Williams/start/780	KELLYANNE CONWAY: NOBODY AT THE WHITE HOUSE TALKS. ABOUT Hll I Apv Cl INTON (TDUMD nln THIS AFerNoom\nTRUMP \"EVERYBODY\" KNOWS THERE'S \"NO COLLUSION\
2018-01-11 04:14:00	BBCNEWS	5	BBCNEWS_20180111_040000_BBC_News/start/840	CALIFORNIA MUDSLIDES
2018-01-11 04:15:00	CNNW	10	CNNW_20180111_040000_CNN_Tonight_With_Don_Lemon/start/900	GERRYMANDERING AND THE MIDTERMS\nTRUMP CALLS FOR REVIEW OF LIBEL LAWS (AGAIN). IN HIS LATEST SALVO AGAINST FREE PRESS
2018-01-11 04:16:00	CNNW	9	CNNW_20180111_040000_CNN_Tonight_With_Don_Lemon/start/960	g; cancercenter.com/experts\nLb NOVARTIS
2018-01-11 04:16:00	FOXNEWSW	8	FOXNEWSW_20180111_040000_Fox_News__Night/start/960	Call 2OO-O45-OOOO
2018-01-11 04:17:00	CNNW	23	CNNW_20180111_040000_CNN_Tonight_With_Don_Lemon/start/1020	The smartest way to hire. | ZipRecruiter.com/Smartest
2018-01-11 04:19:00	CNNW	51	CNNW_20180111_040000_CNN_Tonight_With_Don_Lemon/start/1140	JUDGES ORDER NC CONGRESSIONAL DISTRICTS REDRAWN QUICKLY\nSUNDAY. T R O P H '7\u2019 9p. . ET/PT
2018-01-11 04:19:00	FOXNEWSW	53	FOXNEWSW_20180111_040000_Fox_News__Night/start/1140	DACA DEAL OUTLINE. GOODLA1TE RELEASES IMMIGRATION ROADMAP. . _ maul/2m \u2014
2018-01-11 04:19:00	MSNBCW	31	MSNBCW_20180111_040000_The_11th_Hour_With_Brian_Williams/start/1140	TRUMP: I'VE DONE THINGS PUTIN \"WOULDN'T LOVE\
2018-01-11 04:20:00	CNNW	16	CNNW_20180111_040000_CNN_Tonight_With_Don_Lemon/start/1200	JUDGES CALL NC CONGRESSIONAL MAP 'PARTISAN GERRYMANDERING'. . Samuel Wang Princeton Gerrvmanderinq Proiect\nJUDGES CALL NC CONGRESSIONAL MAP 'PARTISAN GERRYMANDERING'. . Samuel Wang Co-host, Politics & Polls podcast\nJUDGES CALL NC...
2018-01-11 04:20:00	FOXNEWSW	47	FOXNEWSW_20180111_040000_Fox_News__Night/start/1200	DACA DEAL OUTLINE I. GOODLA1TE RELEASES IMMIGRATION ROADMAP. . _ mmkncm \u2014\nDACA DEAL OUTLINE. GOODLA1TE RELEASES IMMIGRATION ROADMAP. . _mmnncm \u2014
2018-01-11 04:21:00	CNNW	27	CNNW_20180111_040000_CNN_Tonight_With_Don_Lemon/start/1260	JUDGES CALL NC CONGRESSIONAL MAP 'PARTISAN GERRYMANDERING'. . Rev Dr William Barber President and Senior Lecturer, Repairers of the Breach\nJUDGES CALL NC CONGRESSIONAL MAP 'PARTISAN GERRYMANDERING'\nJUDGES CALL NC CONGRESSIONAL MAP 'PARTISAN GERRYMANDERING'. . Rev Dr...
2018-01-11 04:21:00	MSNBCW	24	MSNBCW_20180111_040000_The_11th_Hour_With_Brian_Williams/start/1260	TRUMP: \"SNEAKY DIANNE FEINSTEIN\" DECISION. To DFI FASF TFSTIMONY \"possum V II I FGAI \"\nSEN. FEINSTEIN: \"PEOPLE ARE ENTITLED TO KNOW. WHAT WAS SAID\" IN TRUMP-RUSSIA DOSSIFD INTV\nJEREMY BASH I :X'ImiulBgCllplTY ANAI YST
2018-01-11 04:23:00	CNNW	24	CNNW_20180111_040000_CNN_Tonight_With_Don_Lemon/start/1380	I'. . while crackina others amona multinle districts.\nJUDGES CALL NORTH CAROLINA CONGRESSIONAL MAP. 'PARTISAN GERRYMANDERING'
2018-01-11 04:23:00	MSNBCW	28	MSNBCW_20180111_040000_The_11th_Hour_With_Brian_Williams/start/1380	DEMS: TRUMP'S REFUSAL TO RESPOND TO. RUSSIAN INTFDFFDFNCF DllTS us, AT RISK\nDEMS: TRUMP'S REFUSAL TO RESPOND TO. RUSSIAN INTFDFFDFNCF DUTS us, AT RISK
2018-01-11 04:24:00	CNNW	17	CNNW_20180111_040000_CNN_Tonight_With_Don_Lemon/start/1440	JUDGES CALL NORTH CAROLINA CONGRESSIONAL MAP. 'PARTISAN GERRYMANDERING'\nJUDGES ORDER NORTH CAROLINA TO REDRAW. CONGRESSIONAL DISTRICTS AHEAD OF MIDTERMS
2018-01-11 04:24:00	FOXNEWSW	43	FOXNEWSW_20180111_040000_Fox_News__Night/start/1440	EXIT STAGE RIGHT. NEARLY THREE DOZEN GOP LAWMAKERS PLAN TO RETIRE. . _mmnncm \u2014\nEXIT STAGE RIGHT. NEARLY THREE DOZEN GOP LAWMAKERS PLAN TO RETIRE. . _ mmmcm \u2014
2018-01-11 04:24:00	MSNBCW	28	MSNBCW_20180111_040000_The_11th_Hour_With_Brian_Williams/start/1440	DEM REPORT WARNS U.S. STILL UNPREPARED. FOP RUSSIAN Fl FCTION MFDDI ING\nDEMS: TRUMP'S REFUSAL To RESPOND TO. RUSSIAN INTFDFFDFNCF DUTS us, AT RISK\nDEMS: TRUMP'S REFUSAL To RESPOND TO. pussIAN INTFDFFDFNCF...
2018-01-11 04:25:00	FOXNEWSW	24	FOXNEWSW_20180111_040000_Fox_News__Night/start/1500	DEADLY MUDSLIDES. AT LEAST 17 KILLED IN CALIFORNIA, DOZENS INJURED. . \u2014 \ufb01nMICLIT \u2014\nEXIT STAGE RIGHT. NEARLY THREE DOZEN GOP LAWMAKERS PLAN TO RETIRE. . \u2014mmnncm \u2014\nEXIT STAGE RIGHT. NEARLY THREE DOZEN GOP LAWMAKERS...
2018-01-11 04:26:00	CNNW	46	CNNW_20180111_040000_CNN_Tonight_With_Don_Lemon/start/1560	JUDGES ORDER NORTH CAROLINA TO REDRAW. CONGRESSIONAL DISTRICTS AHEAD OF MIDTERMS\nSamuel Wang | Princeton Gerrvmanderinq Proiect
2018-01-11 04:26:00	MSNBCW	31	MSNBCW_20180111_040000_The_11th_Hour_With_Brian_Williams/start/1560	DEM REPORT WARNS U.S. STILL UNPREPARED. FOP RUSSIAN Fl FCTION MFDDI ING\nWAPO: MUELLER TEAM ADDS CYBER CRIMES VETERAN
2018-01-11 04:27:00	CNNW	8	CNNW_20180111_040000_CNN_Tonight_With_Don_Lemon/start/1620	JUDGES ORDER NORTH CAROLINA TO REDRAW. CONGRESSIONAL DISTRICTS AHEAD OF MIDTERMS\nTRUMP CLAIMS RESPONSIBILITY FOR DECLINING. AFRICAN-AMERICAN UNEMPLOYMENT RATE
2018-01-11 04:29:00	CNNW	16	CNNW_20180111_040000_CNN_Tonight_With_Don_Lemon/start/1740	g Enter to win at pch.com
2018-01-11 04:29:00	FOXNEWSW	3	FOXNEWSW_20180111_040000_Fox_News__Night/start/1740	3 to pcmatic.com or a Synnex reseller
2018-01-11 04:30:00	FOXNEWSW	7	FOXNEWSW_20180111_040000_Fox_News__Night/start/1800	REGISTRATION CHECK. iUPREME COURT HEARS ARGUMENTS IN OHIO VOTER ROLLS CASE. . _ mMICLIT \u2014\nitsjustlunchcom 1.8OO.649.O515\nSHANNON BREAM I
2018-01-11 04:30:00	MSNBCW	17	MSNBCW_20180111_040000_The_11th_Hour_With_Brian_Williams/start/1800	TRUMP: \"MY PERFORMANCE\" AT IMMIGRATION. MFFI'ING GOT \"GPFAT PFVIFWS\
2018-01-11 04:31:00	CNNW	37	CNNW_20180111_040000_CNN_Tonight_With_Don_Lemon/start/1860	JUDGES ORDER NORTH CAROLINA TO REDRAW. CONGRESSIONAL DISTRICTS AHEAD OF MIDTERMS
2018-01-11 04:31:00	FOXNEWSW	28	FOXNEWSW_20180111_040000_Fox_News__Night/start/1860	OHIO VOTER PURGE. VETERAN NOT ABLE TO VOTE AFTER SUPPOSED INACTIVITY. . mMICLIT \u2014\nOHIO VOTER PURGE. VETERAN NOT ABLE TO VOTE AFTER SUPPOSED INACTIVITY. . mMIIZLIT \u2014\nREGISTRATION CHECK. iUPREME COURT HEARS ARGUMENTS...
2018-01-11 04:32:00	CNNW	20	CNNW_20180111_040000_CNN_Tonight_With_Don_Lemon/start/1920	Bakari Sellers | Host, \"ViewPoint with Bakari\" Podcast\nJUDGES ORDER NORTH CAROLINA TO REDRAW. CONGRESSIONAL DISTRICTS AHEAD OF MIDTERMS
2018-01-11 04:32:00	MSNBCW	23	MSNBCW_20180111_040000_The_11th_Hour_With_Brian_Williams/start/1920	TRUMP: WILL TAKE A \"STRONG LOOK\" AT LIBEL LAWS\nTRUMP: CAN'T SAY \"FALSE AND DEFAMATORY\" THINGS. R. \"SMII F AS MONFY nouns INTO voup RANK ACCOUNT\"\nTRUMP: \"MY PERFORMANCE\" AT...
2018-01-11 04:33:00	CNNW	40	CNNW_20180111_040000_CNN_Tonight_With_Don_Lemon/start/1980	JUDGES ORDER NORTH CAROLINA TO REDRAW. CONGRESSIONAL DISTRICTS AHEAD OF MIDTERMS
2018-01-11 04:33:00	FOXNEWSW	21	FOXNEWSW_20180111_040000_Fox_News__Night/start/1980	IRAN NUCLEAR DEAL. TRUMP TO MAKE SANCTIONS DECISION IN COMING DAYS. . mmkllcm \u2014\nAN #1O ON LIST OF RELIGIOUS PERSECUTION I. . mnmucm\nOHIO VOTER PURGE. SUPREME COURT To RULE ON STATE ELECTION LAW. . nMIIZLIT \u2014\nOHIO...
2018-01-11 04:34:00	MSNBCW	28	MSNBCW_20180111_040000_The_11th_Hour_With_Brian_Williams/start/2040	TRUMP: \"MY PERFORMANCE\" AT IMMIGRATION. MFFI'ING GOT \"GPFAT DFVIFWS\"\nTRUMP TOUTS ACCOMPLISHMENTS OF FIRST YEAR WITH CABINET\nTRUMP INTERVIEW WITH MUELLER \"SEEMS UNLIKELY\
2018-01-11 04:35:00	FOXNEWSW	27	FOXNEWSW_20180111_040000_Fox_News__Night/start/2100	LEGAL LIMBO. IRANIAN CHRISTIANS AWAIT REFUGEE STATUS IN AUSTRIA. . maul/1m \u2014\nLEGAL LIMBO. IRANIAN CHRISTIANS AWAIT REFUGEE STATUS IN AUSTRIA. . _ maul/2m \u2014
2018-01-11 04:35:00	MSNBCW	53	MSNBCW_20180111_040000_The_11th_Hour_With_Brian_Williams/start/2100	TRUMP: 2O17 A YEAR OF \"MONUMENTAL ACHIEVEMENT\"\nCHARLIE SYKES | RADIO TALK SHOW HOST
2018-01-11 04:36:00	CNNW	38	CNNW_20180111_040000_CNN_Tonight_With_Don_Lemon/start/2160	TRUMP TOUTS DECLINE IN BLACK UNEMPLOYMENT RATE\nJUDGES CALL NORTH CAROLINA CONGRESSIONAL MAP. 'PARTISAN GERRYMANDERING'
2018-01-11 04:37:00	CNNW	23	CNNW_20180111_040000_CNN_Tonight_With_Don_Lemon/start/2220	TRUMP TOUTS DECLINE IN BLACK UNEMPLOYMENT RATE\nPOTUS TAKES CREDIT FOR HISTORIC LOW BLACK UNEMPLOYMENT. . Bakari Sellers @BakarLSellers\nTRUMP TOUTS DECLINE IN BLACK UNEMPLOYMENT...
2018-01-11 04:37:00	FOXNEWSW	19	FOXNEWSW_20180111_040000_Fox_News__Night/start/2220	IRAN PROTESTS. . mmmcm \u2014\nLEGAL LIMBO I. . IDAMIAKI f'l\u2014lDICTIAkIC A\\AIAIT DEEI ICE: CTATI IC Ikl AI ICTDIA
2018-01-11 04:37:00	MSNBCW	10	MSNBCW_20180111_040000_The_11th_Hour_With_Brian_Williams/start/2220	NEW POLL: 59% DISAPPROVE OF. JOR TDUMD DOING AS DDFSIDFNT\nTRUMP: CAN'T SAY \"FALSE AND DEFAMATORY\" THINGS. R. \"SMII F AS MONFY nouns INTO vnup RANK ACCOUNT\"\nNEW POLL: 57% SAY TRUMP NOT. FIT To...
2018-01-11 04:38:00	FOXNEWSW	3	FOXNEWSW_20180111_040000_Fox_News__Night/start/2280	esuronce.com | 1-8OO-ESURANCE. . Allstate products are not available through Esuronce
2018-01-11 04:38:00	MSNBCW	5	MSNBCW_20180111_040000_The_11th_Hour_With_Brian_Williams/start/2280	NEW POLL: 57% SAY TRUMP NOT. FIT To SFDVF AS DDFSIDFNT
2018-01-11 04:39:00	CNNW	54	CNNW_20180111_040000_CNN_Tonight_With_Don_Lemon/start/2340	POTUS TAKES CREDIT FOR HISTORIC LOW BLACK UNEMPLOYMENT\nPOTUS TAKES CREDIT FOR HISTORIC LOW BLACK UNEMPLOYMENT. . Bakari Sellers Host, \"ViewPoint with Bakari\" Podcast
2018-01-11 04:40:00	FOXNEWSW	26	FOXNEWSW_20180111_040000_Fox_News__Night/start/2400	6 SimpliSafE ' GetSimpliSafe.com
2018-01-11 04:42:00	CNNW	12	CNNW_20180111_040000_CNN_Tonight_With_Don_Lemon/start/2520	vvv vv- v. . ForcedToFlee.com\nvvv vv- vv\u2014v. . ForcedToFlee.com\nForcedToFlee.com I
2018-01-11 04:42:00	FOXNEWSW	56	FOXNEWSW_20180111_040000_Fox_News__Night/start/2520	PACT OF TAX REFORM BILL ON 2O18 RACES I. . maulcm
2018-01-11 04:43:00	MSNBCW	41	MSNBCW_20180111_040000_The_11th_Hour_With_Brian_Williams/start/2580	TRUMP ADMINISTRATION HAS MADE MOST. I FGISI ATIVF IMDACT AT CARINI-'I' I FVFI
2018-01-11 04:44:00	FOXNEWSW	35	FOXNEWSW_20180111_040000_Fox_News__Night/start/2640	PACT OF TAX REFORM BILL ON 2O18 RACES. . i 7 WmMICLIT\nPACT OF TAX REFORM BILL ON 2O18 RACES E. . maulcm
2018-01-11 04:44:00	MSNBCW	39	MSNBCW_20180111_040000_The_11th_Hour_With_Brian_Williams/start/2640	TRUMP HAS APPOINTED 12 FEDERAL APPELLATE. .IunGFs, mom: THAN ANY OTHI=p DDFSIDFNT\nTRUMP ADMINISTRATION HAS MADE MOST. I FGISI ATIVF IMDACT AT CARINI-'I' I FVFI\nChe mashington 11O51. PHILIP BUMP NATIONAI COPPFSDONDFNT
2018-01-11 04:45:00	CNNW	48	CNNW_20180111_040000_CNN_Tonight_With_Don_Lemon/start/2700	POTUS TAKES CREDIT FOR HISTORIC LOW BLACK UNEMPLOYMENT\nPOTUS TAKES CREDIT FOR HISTORIC LOW BLACK UNEMPLOYMENT. . Mike Shields CI\\I\\I Political Commentator\nPOTUS TAKES CREDIT FOR HISTORIC...
2018-01-11 04:45:00	FOXNEWSW	22	FOXNEWSW_20180111_040000_Fox_News__Night/start/2700	PACT OF TAX REFORM BILL ON 2O18 RACES i. . mmmcm\nPACT OF TAX REFORM BILL ON 2O18 RACES I. . mmmcm\nPACT OF TAX REFORM BILL ON 2O18 RACES I. . maulcm
2018-01-11 04:45:00	MSNBCW	29	MSNBCW_20180111_040000_The_11th_Hour_With_Brian_Williams/start/2700	TRUMP HAS APPOINTED 12 FEDERAL APPELLATE. .IunGFs, mom: THAN ANY OTHI=p DDFSIDFNT\nTRUMP\u2019S MOST INFLUENTIAL LEGISLATIVE. CHANGFS SFFN IN JUDICIADY R. RUSINFSS\n119 mashington 11O51. PHILIP BUMP NATIONAI...
2018-01-11 04:47:00	FOXNEWSW	28	FOXNEWSW_20180111_040000_Fox_News__Night/start/2820	PACT OF TAX REFORM BILL ON 2O18 RACES i. . maulcm\nIIKE PENCE' S INTERNATIONAL MISSION I. . mnmcm
2018-01-11 04:47:00	MSNBCW	23	MSNBCW_20180111_040000_The_11th_Hour_With_Brian_Williams/start/2820	TRACKING TRUMP\u2019S MOST INFLUENTIAL LEGISLATIVE ACTIONS\nTRUMP SIGNED RECORD-LOW 96 LAWS IN 2O17\nOVER 15% OF TRUMP\u2019S LAWS IN 2O17 WERE REPEALS
2018-01-11 04:48:00	MSNBCW	9	MSNBCW_20180111_040000_The_11th_Hour_With_Brian_Williams/start/2880	TRUMP SIGNED RECORD-LOW 96 LAWS IN 2O17
2018-01-11 04:50:00	MSNBCW	33	MSNBCW_20180111_040000_The_11th_Hour_With_Brian_Williams/start/3000	Dcmaticcom
2018-01-11 04:52:00	CNNW	28	CNNW_20180111_040000_CNN_Tonight_With_Don_Lemon/start/3120	FLORIDA COLLEGE OFFERS COURSE TITLED 'WHITE RACISM'\ng Enter to win at pch.com\n1-8OO-831-37OO mesobook.com. . Mesothelioma Book
2018-01-11 04:52:00	FOXNEWSW	33	FOXNEWSW_20180111_040000_Fox_News__Night/start/3120	IRAN PROTESTS. WHITE HOUSE URGES RELEASE OF POLITICAL PRISONERS. . \ufb01nMIIZLIT \u2014\nIRAN PROTESTS. . WHITE HOUSE URGES RELEASE OF POLITICAL PRISONERS. mum.\u201d _\n. IRAN PROTESTS. . \\AILIITI: um ICE IIDIZEC DEI EACI: n:...
2018-01-11 04:52:00	MSNBCW	19	MSNBCW_20180111_040000_The_11th_Hour_With_Brian_Williams/start/3120	VA DEMOCRAT SIMONDS: \"NO CLEAR LEGAL PATHWAYS FORWARD\"\nCOOK POLITICAL REPORT: ISSA\u2019S SEAT NOW LEANING DEMOCRATIC
2018-01-11 04:53:00	CNNW	53	CNNW_20180111_040000_CNN_Tonight_With_Don_Lemon/start/3180	FLORIDA COLLEGE OFFERS COURSE TITLED 'WHITE RACISM'. . Ted Thornhill Asst Professor of Sociology, Florida Gulf Coast University\nFLORIDA COLLEGE OFFERS COURSE TITLED 'WHITE RACISM'
2018-01-11 04:54:00	FOXNEWSW	37	FOXNEWSW_20180111_040000_Fox_News__Night/start/3240	LEGAL LIMBO. IRANIAN CHRISTIANS AWAIT REFUGEE STATUS IN AUSTRIA. . \u2014mmkncm \u2014\n. LEGAL LIMBO. . IDAMIAKI f'l\u2014lDICTIAkIC A\\AIAIT DEEI ICE: CTATI IC Ikl AI ICTDIA\nLEGAL LIMBO. IRANIAN CHRISTIANS AWAIT REFUGEE...
2018-01-11 04:54:00	MSNBCW	32	MSNBCW_20180111_040000_The_11th_Hour_With_Brian_Williams/start/3240	4 (1-1-1 mu munnn nnl
2018-01-11 04:57:00	MSNBCW	38	MSNBCW_20180111_040000_The_11th_Hour_With_Brian_Williams/start/3420	FOR TRUMP IT'S (AGAIN) ALL ABOUT RECIPROCITY
2018-01-11 05:00:00	FOXNEWSW	17	FOXNEWSW_20180111_040000_Fox_News__Night/start/3600	SHANNON BREAM I
2018-01-11 05:00:00	MSNBCW	29	MSNBCW_20180111_040000_The_11th_Hour_With_Brian_Williams/start/3600	MANAFORT & GATES FACE MULTIPLE FELONY CHARGES IN MUELLER PROBE
2018-01-11 05:01:00	CNNW	62	CNNW_20180111_050000_Anderson_Cooper_360/start/60	NO CONCLUSION ABOUT \"NO COLLUSION\
2018-01-11 05:02:00	FOXNEWSW	12	FOXNEWSW_20180111_050000_Tucker_Carlson_Tonight/start/120	I\u2014|.. tUMP: DACA DEAL HAS GOT TO INCLUDE THE WALL I
2018-01-11 05:03:00	MSNBCW	27	MSNBCW_20180111_050000_The_Rachel_Maddow_Show/start/180	PUTIN-LINKED OLIGARCH FIRST SUED MANAFORT IN 2O14
2018-01-11 05:04:00	CNNW	55	CNNW_20180111_050000_Anderson_Cooper_360/start/240	NO CONCLUSION ABOUT \"NO COLLUSION\"\nNO CONCLUSION ABOUT \"NO COLLUSION\". . Sen. Richard Burr (R) Chairman, Intelligence Committee
2018-01-11 05:04:00	FOXNEWSW	10	FOXNEWSW_20180111_050000_Tucker_Carlson_Tonight/start/240	TRUMP: YOU NEED THE WALL\n> BETO O'ROURKE D | TEXAS CONGRESSMAN. . TRUMP EXPRESSES SUPPORT FOR. ('OMDDFHFNCIVF IMMIGRATION nFanM\nMP CALLS FOR \"BILL OF LOVE\" ON...
2018-01-11 05:05:00	BBCNEWS	24	BBCNEWS_20180111_050000_The_Briefing/start/300	THE BRIEFING\nVOUSSEF CHAHED. Tunisian Prime Minister
2018-01-11 05:06:00	BBCNEWS	17	BBCNEWS_20180111_050000_The_Briefing/start/360	THE BRIEFING\nTRUMP PARIS CLIMATE ACCORD. President says US could 'conceivably' return to talks\nPAKISTAN PROTESTS. Two killed in protests over child...
2018-01-11 05:06:00	CNNW	20	CNNW_20180111_050000_Anderson_Cooper_360/start/360	PRES. TRUMP: \"NO COLLUSION,\u201c NO COMMITMENT TO TALK TO MUELLER\nNO CONCLUSION ABOUT \"NO COLLUSION\"\nNO CONCLUSION ABOUT \"NO COLLUSION\". . Gen. Michael Hayden (Ret) Former CIA Director\nPRES. TRUMP:...
2018-01-11 05:06:00	FOXNEWSW	17	FOXNEWSW_20180111_050000_Tucker_Carlson_Tonight/start/360	M REPUBLICANS RELEASE IMMIGRATION BILL I\nTRUMP I'LL BE SIGNING IT. . Hnnu'nk
2018-01-11 05:07:00	BBCNEWS	24	BBCNEWS_20180111_050000_The_Briefing/start/420	EU MIGRANTS. Southern European leaders discuss migrant crisis\nYOUTUBE VLOGGER DROPPED. Logan Paul loses business deals over suicide video\nPAKISTAN PROTESTS. Two killed in protests over child murder
2018-01-11 05:07:00	CNNW	56	CNNW_20180111_050000_Anderson_Cooper_360/start/420	PRES. TRUMP: \"NO COLLUSION,\u201c NO COMMITMENT TO TALK TO MUELLER\nPRES. TRUMP: \"NO COLLUSION,\" NO COMMITMENT TO TALK TO MUELLER. . Rep. Adam Schiff (D) California
2018-01-11 05:07:00	MSNBCW	10	MSNBCW_20180111_050000_The_Rachel_Maddow_Show/start/420	ROGER STONE WAS IN CONTACT WITH ALLEGED. DNC FMAII HACKFD DURING 9O16 CAMPAIGN
2018-01-11 05:08:00	FOXNEWSW	9	FOXNEWSW_20180111_050000_Tucker_Carlson_Tonight/start/480	u. DUSE REPUBLICANS RELEASE IMMIGRATION BILL. . I, nnink+
2018-01-11 05:08:00	MSNBCW	18	MSNBCW_20180111_050000_The_Rachel_Maddow_Show/start/480	GEORGE W. BUSH PAINTINGS WERE FIRST LEAKED BY HACKER
2018-01-11 05:09:00	BBCNEWS	11	BBCNEWS_20180111_050000_The_Briefing/start/540	BREXIT AND THE CITY. Finance accounts for 1O% of UK GDP and 16% O1 exports\nBREXIT AND THE CITY. Finance \ufb01rms employ 2.2 million staff in UK\nBREXIT AND THE CITY. EU's Barnier: 'no special deal' for \ufb01nance...
2018-01-11 05:11:00	BBCNEWS	37	BBCNEWS_20180111_050000_The_Briefing/start/660	h. THE BRIEFING
2018-01-11 05:11:00	FOXNEWSW	11	FOXNEWSW_20180111_050000_Tucker_Carlson_Tonight/start/660	EPUBLICANS PRESS HARDER LINE ON IMMIGRATION
2018-01-11 05:12:00	FOXNEWSW	5	FOXNEWSW_20180111_050000_Tucker_Carlson_Tonight/start/720	results.
2018-01-11 05:13:00	CNNW	8	CNNW_20180111_050000_Anderson_Cooper_360/start/780	PRES. TRUMP: \"NO COLLUSION,\u201c NO COMMITMENT TO TALK TO MUELLER\nRISING DEATH TOLL IN CALIFORNIA MUDSLIDES
2018-01-11 05:13:00	FOXNEWSW	6	FOXNEWSW_20180111_050000_Tucker_Carlson_Tonight/start/780	SUBSCRIBE TODAY. VISIT lN-STORE OR OFFICEDEPOT.COM/INK
2018-01-11 05:16:00	CNNW	12	CNNW_20180111_050000_Anderson_Cooper_360/start/960	PRES. TRUMP: \"NO COLLUSION,\u201c NO COMMITMENT TO TALK TO MUELLER
2018-01-11 05:17:00	FOXNEWSW	14	FOXNEWSW_20180111_050000_Tucker_Carlson_Tonight/start/1020	b BEN SMITH | BUZZFEED EDITOR- IN- CHIEF
2018-01-11 05:17:00	MSNBCW	40	MSNBCW_20180111_050000_The_Rachel_Maddow_Show/start/1020	TRUMP APPOINTEE ASKED ABOUT CONNECTION To. RUSSIAN RANK DURING CONFIRMATION HFADING
2018-01-11 05:25:00	BBCNEWS	4	BBCNEWS_20180111_052500_	BBC Sport website bbc.com/sport. Twitter @bbcspon
